30-064,00,60,30,60,30,60,0,60,0,60,0,60,,60,,60,0
30-065,00,60,60,60,0,60,0,60,0,60,0,60,,60,,60,0
30-066,00,60,0,60,0,60,0,60,0,60,0,60,,60,,60,0
30-067,00,60,30,60,0,60,0,60,0,60,0,60,,60,,60,0
30-068,00,60,9,60,9,60,9,60,0,60,0,60,,60,,60,0
30-069,00,60,0,60,0,60,0,60,0,60,0,60,,60,,60,0
30-070,00,60,0,60,0,60,0,60,0,60,0,60,,60,,60,0
30-071,00,60,0,60,0,60,0,60,0,60,0,60,,60,,60,0
30-072,00,60,0,60,0,60,0,60,0,60,0,60,,60,,60,0
30-073,00,60,30,60,120,60,0,60,0,60,0,60,,60,,60,0
30-074,00,60,30,60,120,60,0,60,0,60,0,60,,60,,60,0
30-075,00,60,60,60,60,60,60,60,0,60,0,60,,60,,60,0
30-076,00,60,30,60,60,60,60,60,30,60,30,60,,60,,60,0
30-077,00,60,30,60,60,60,60,60,0,60,0,60,,60,,60,0
30-079,00,60,30,60,60,60,0,60,0,60,0,60,,60,,60,0
30-080,00,60,60,60,180,60,0,60,0,60,0,60,,60,,60,0
30-081,00,60,60,60,180,60,0,60,0,60,0,60,,60,,60,0
30-082,00,60,60,60,180,60,0,60,0,60,0,60,,60,,60,0
30-083,00,60,60,60,180,60,0,60,0,60,0,60,,60,,60,0
30-084,00,60,60,60,180,60,0,60,0,60,0,60,,60,,60,0
30-085,00,60,60,60,180,60,0,60,0,60,0,60,,60,,60,0
30-087,00,60,60,60,180,60,0,60,0,60,0,60,,60,,60,0
30-089,00,60,60,60,180,60,0,60,0,60,0,60,,60,,60,0
30-091,00,60,60,60,90,60,0,60,0,60,0,60,,60,,60,0
30-092,00,60,60,60,90,60,0,60,0,60,0,60,,60,,60,0
30-093,00,60,60,60,180,60,60,60,0,60,0,60,,60,,60,0
30-094,00,60,60,60,180,60,60,60,0,60,0,60,,60,,60,0
30-095,00,60,60,60,180,60,60,60,0,60,0,60,,60,,60,0
30-096,00,60,60,60,180,60,60,60,0,60,0,60,,60,,60,0
30-101,00,60,60,60,150,60,60,60,30,60,0,60,,60,,60,0
30-102,00,60,60,60,150,60,60,60,30,60,0,60,,60,,60,0
30-103,00,60,30,60,30,60,0,60,0,60,0,60,,60,,60,0
30-104,00,60,30,60,30,60,0,60,0,60,0,60,,60,,60,0
30-105,00,60,8,60,10,60,0,60,0,60,0,60,,60,,60,0
30-108,00,60,300,60,480,60,0,60,0,60,0,60,,60,,60,0
30-109,00,60,300,60,480,60,0,60,0,60,0,60,,60,,60,0
30-110,00,60,240,60,420,60,0,60,0,60,0,60,,60,,60,0
30-111,00,60,240,60,420,60,0,60,0,60,0,60,,60,,60,0
30-112,00,60,420,60,900,60,0,60,0,60,0,60,,60,,60,0
30-113,00,60,420,60,900,60,0,60,0,60,,60,,60,,60,0
23-019,01,60,10,60,40,60,30,60,,60,,60,,60,,60,0
23-020A,00,60,10,60,40,60,30,60,,60,,60,,60,,60,0
23-021,02,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-022,02,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-023,00,60,0,60,5,60,,60,,60,,60,,60,,60,0
23-024,00,60,0,60,5,60,,60,,60,,60,,60,,60,0
23-025,00,60,0,60,5,60,,60,,60,,60,,60,,60,0
23-026,01,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-027,00,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-028,00,60,0,60,25,60,15,60,,60,,60,,60,,60,0
23-029,00,60,0,60,25,60,15,60,,60,,60,,60,,60,0
23-030,,60,0,60,30,60,,60,,60,,60,,60,,60,0
23-031,00,60,0,60,30,60,,60,,60,,60,,60,,60,0
23-032A,00,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-033,,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-034A,01,60,0,60,30,60,,60,,60,,60,,60,,60,0
23-035A,01,60,0,60,30,60,,60,,60,,60,,60,,60,0
23-036A,02,60,0,60,30,60,20,60,,60,,60,,60,,60,0
23-037A,02,60,0,60,30,60,20,60,,60,,60,,60,,60,0
23-038A,01,60,0,60,30,60,15,60,,60,,60,,60,,60,0
23-039A,01,60,0,60,30,60,15,60,,60,,60,,60,,60,0
23-040A,00,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-041A,00,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-042A,01,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-043A,01,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-044A,00,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-045A,00,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-046A,00,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-047A,00,60,0,60,30,60,5,60,,60,,60,,60,,60,0
23-048A,00,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-049A,,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-050A,,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-051A,,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-052,01,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-053,01,60,0,60,90,60,0,60,,60,,60,,60,,60,0
23-054,00,60,0,60,60,60,45,60,,60,,60,,60,,60,0
23-055,00,60,0,60,60,60,45,60,,60,,60,,60,,60,0
23-056,00,60,0,60,15,60,60,60,,60,,60,,60,,60,0
23-057,00,60,0,60,15,60,60,60,,60,,60,,60,,60,0
23-059,00,60,30,60,60,60,,60,,60,,60,,60,,60,0
23-060,,60,5,60,7,60,9,60,,60,,60,,60,,60,0
23-073,,60,0,60,60,60,60,60,,60,,60,,60,,60,0
23-074,00,60,0,60,90,60,,60,,60,,60,,60,,60,0
23-075,01,60,30,60,80,60,5,60,,60,,60,,60,,60,0
23-076,00,60,30,60,80,60,5,60,,60,,60,,60,,60,0
23-077,01,60,20,60,60,60,5,60,,60,,60,,60,,60,0
23-078,01,60,20,60,60,60,5,60,,60,,60,,60,,60,0
23-079,00,60,20,60,60,60,5,60,,60,,60,,60,,60,0
23-080,00,60,20,60,60,60,5,60,,60,,60,,60,,60,0
23-081,00,60,0,60,,60,20,60,,60,,60,,60,,60,0
23-082,00,60,60,60,10,60,,60,,60,,60,,60,,60,0
23-083,,60,0,60,20,60,,60,,60,,60,,60,,60,0
23-084,,60,0,60,15,60,120,60,,60,,60,,60,,60,0
23-085,00,60,30,60,150,60,,60,,60,,60,,60,,60,0
23-086,,60,30,60,180,60,,60,,60,,60,,60,,60,0
23-087,,60,180,60,30,60,,60,,60,,60,,60,,60,0
23-088,,60,40,60,40,60,,60,,60,,60,,60,,60,0
23-089,,60,0,60,,60,,60,,60,,60,,60,,60,0
23-090,03,60,150,60,60,60,,60,,60,,60,,60,,60,0
23-091,00,60,30,60,40,60,,60,,60,,60,,60,,60,0
23-092,00,60,60,60,60,60,20,60,,60,,60,,60,,60,0
23-093,00,60,60,60,150,60,,60,,60,,60,,60,,60,0
23-094,00,60,0,60,60,60,40,60,,60,,60,,60,,60,0
23-095,01,60,60,60,30,60,,60,,60,,60,,60,,60,0
23-096,00,60,0,60,30,60,30,60,,60,,60,,60,,60,0
23-117,01,60,0,60,10,60,,60,,60,,60,,60,,60,0
23-118,01,60,0,60,15,60,,60,,60,,60,,60,,60,0
23-119,00,60,0,60,15,60,15,60,,60,,60,,60,,60,0
23-124,00,60,40,60,20,60,,60,,60,,60,,60,,60,0
23-125,,60,60,60,20,60,,60,,60,,60,,60,,60,0
23-126,,60,60,60,20,60,,60,,60,,60,,60,,60,0
23-127,,60,60,60,150,60,,60,,60,,60,,60,,60,0
23-128,00,60,60,60,150,60,,60,,60,,60,,60,,60,0
23-129,,60,60,60,20,60,,60,,60,,60,,60,,60,0
23-130,00,60,60,60,20,60,,60,,60,,60,,60,,60,0
01-328,00,60,5,60,290,60,3,60,,60,,60,,60,,60,0
01-329,00,60,5,60,290,60,3,60,,60,,60,,60,,60,0
01-342,,60,5,60,290,60,3,60,,60,,60,,60,,60,0
01-343,MPS/01-343,60,5,60,290,60,3,60,,60,,60,,60,,60,0
01-319,,60,7,60,4,60,7,60,5,60,,60,,60,,60,0
05-179,04,60,80,60,160,60,,60,,60,,60,,60,,60,0
05-088,02,60,80,60,160,60,,60,,60,,60,,60,,60,0
